month,market_code,domain,record_count
2022-03,FR,eligibility,2
2022-03,JP,eligibility,5
2022-03,US,eligibility,13
2022-04,AU,eligibility,1
2022-04,CA,eligibility,2
2022-04,CN,eligibility,5
2022-04,DE,eligibility,3
2022-04,FR,eligibility,4
2022-04,JP,eligibility,4
2022-04,US,eligibility,8
2022-05,AU,eligibility,1
2022-05,CN,eligibility,4
2022-05,DE,eligibility,12
2022-05,JP,eligibility,4
2022-05,US,eligibility,7
2022-06,AU,eligibility,3
2022-06,CA,eligibility,2
2022-06,CN,eligibility,5
2022-06,DE,eligibility,9
2022-06,FR,eligibility,1
2022-06,JP,eligibility,4
2022-06,US,eligibility,6
2022-07,AU,eligibility,3
2022-07,CA,eligibility,5
2022-07,CN,eligibility,6
2022-07,DE,eligibility,7
2022-07,FR,eligibility,3
2022-07,JP,eligibility,2
2022-07,US,eligibility,13
2022-08,AU,eligibility,3
2022-08,CA,eligibility,4
2022-08,CN,eligibility,6
2022-08,DE,eligibility,7
2022-08,FR,eligibility,6
2022-08,JP,eligibility,6
2022-08,US,eligibility,2
2022-09,CA,eligibility,1
2022-09,CN,eligibility,9
2022-09,DE,eligibility,9
2022-09,FR,eligibility,7
2022-09,JP,eligibility,1
2022-09,US,eligibility,11
2022-10,AU,eligibility,3
2022-10,CA,eligibility,4
2022-10,CN,eligibility,9
2022-10,DE,eligibility,5
2022-10,FR,eligibility,2
2022-10,JP,eligibility,9
2022-10,US,eligibility,8
2022-11,AU,eligibility,1
2022-11,CA,eligibility,2
2022-11,CN,eligibility,6
2022-11,DE,eligibility,6
2022-11,FR,eligibility,2
2022-11,JP,eligibility,9
2022-11,US,eligibility,14
2022-12,AU,eligibility,1
2022-12,CA,eligibility,2
2022-12,CN,eligibility,8
2022-12,DE,eligibility,8
2022-12,FR,eligibility,7
2022-12,JP,eligibility,2
2022-12,US,eligibility,14
2023-01,AU,eligibility,2
2023-01,CA,eligibility,6
2023-01,CN,eligibility,5
2023-01,DE,eligibility,5
2023-01,FR,eligibility,2
2023-01,JP,eligibility,6
2023-01,US,eligibility,8
2023-02,AU,eligibility,1
2023-02,CA,eligibility,3
2023-02,CN,eligibility,5
2023-02,DE,eligibility,6
2023-02,FR,eligibility,5
2023-02,JP,eligibility,8
2023-02,US,eligibility,8
2023-03,AU,eligibility,3
2023-03,CN,eligibility,7
2023-03,DE,eligibility,2
2023-03,FR,eligibility,4
2023-03,JP,eligibility,3
2023-03,US,eligibility,7
2023-04,AU,eligibility,2
2023-04,CA,eligibility,2
2023-04,CN,eligibility,4
2023-04,DE,eligibility,7
2023-04,FR,eligibility,3
2023-04,JP,eligibility,5
2023-04,US,eligibility,7
2023-05,AU,eligibility,2
2023-05,CA,eligibility,2
2023-05,CN,eligibility,6
2023-05,DE,eligibility,3
2023-05,FR,eligibility,3
2023-05,JP,eligibility,8
2023-05,US,eligibility,15
2023-06,AU,eligibility,2
2023-06,CA,eligibility,4
2023-06,CN,eligibility,3
2023-06,DE,eligibility,8
2023-06,FR,eligibility,3
2023-06,JP,eligibility,4
2023-06,US,eligibility,5
2023-07,AU,eligibility,1
2023-07,CA,eligibility,3
2023-07,CN,eligibility,7
2023-07,DE,eligibility,6
2023-07,FR,eligibility,5
2023-07,JP,eligibility,3
2023-07,US,eligibility,10
2023-08,AU,eligibility,1
2023-08,CA,eligibility,2
2023-08,CN,eligibility,8
2023-08,DE,eligibility,12
2023-08,FR,eligibility,5
2023-08,JP,eligibility,6
2023-08,US,eligibility,11
2023-09,AU,eligibility,2
2023-09,CA,eligibility,1
2023-09,CN,eligibility,4
2023-09,DE,eligibility,4
2023-09,FR,eligibility,1
2023-09,JP,eligibility,4
2023-09,US,eligibility,10
2023-10,AU,eligibility,1
2023-10,CA,eligibility,1
2023-10,CN,eligibility,7
2023-10,DE,eligibility,6
2023-10,FR,eligibility,2
2023-10,JP,eligibility,6
2023-10,US,eligibility,8
2023-11,AU,eligibility,1
2023-11,CA,eligibility,2
2023-11,CN,eligibility,3
2023-11,DE,eligibility,5
2023-11,FR,eligibility,3
2023-11,JP,eligibility,3
2023-11,US,eligibility,11
2023-12,CA,eligibility,3
2023-12,CN,eligibility,4
2023-12,DE,eligibility,6
2023-12,FR,eligibility,4
2023-12,JP,eligibility,6
2023-12,US,eligibility,8
2024-01,AU,eligibility,2
2024-01,CA,eligibility,3
2024-01,CN,eligibility,7
2024-01,DE,eligibility,8
2024-01,FR,eligibility,3
2024-01,JP,eligibility,5
2024-01,US,eligibility,11
2024-02,CA,eligibility,1
2024-02,CN,eligibility,4
2024-02,DE,eligibility,4
2024-02,FR,eligibility,3
2024-02,JP,eligibility,3
2024-02,US,eligibility,8
2024-03,AU,eligibility,3
2024-03,CA,eligibility,2
2024-03,CN,eligibility,3
2024-03,DE,eligibility,10
2024-03,FR,eligibility,3
2024-03,JP,eligibility,5
2024-03,US,eligibility,8
2024-04,AU,eligibility,2
2024-04,CA,eligibility,4
2024-04,CN,eligibility,3
2024-04,DE,eligibility,1
2024-04,FR,eligibility,4
2024-04,JP,eligibility,6
2024-04,US,eligibility,12
2024-05,AU,eligibility,4
2024-05,CA,eligibility,1
2024-05,CN,eligibility,7
2024-05,DE,eligibility,6
2024-05,FR,eligibility,2
2024-05,JP,eligibility,2
2024-05,US,eligibility,12
2024-06,AU,eligibility,2
2024-06,CA,eligibility,2
2024-06,CN,eligibility,10
2024-06,DE,eligibility,7
2024-06,FR,eligibility,5
2024-06,JP,eligibility,4
2024-06,US,eligibility,6
2024-07,CA,eligibility,4
2024-07,CN,eligibility,5
2024-07,DE,eligibility,3
2024-07,FR,eligibility,5
2024-07,JP,eligibility,9
2024-07,US,eligibility,8
2024-08,AU,eligibility,4
2024-08,CA,eligibility,1
2024-08,CN,eligibility,6
2024-08,DE,eligibility,5
2024-08,FR,eligibility,3
2024-08,JP,eligibility,4
2024-08,US,eligibility,8
2024-09,AU,eligibility,3
2024-09,CA,eligibility,1
2024-09,CN,eligibility,3
2024-09,DE,eligibility,6
2024-09,FR,eligibility,4
2024-09,JP,eligibility,6
2024-09,US,eligibility,8
2019-01,AU,encounter,19
2019-01,CA,encounter,14
2019-01,CN,encounter,19
2019-01,DE,encounter,31
2019-01,FR,encounter,26
2019-01,JP,encounter,40
2019-01,US,encounter,66
2019-02,AU,encounter,21
2019-02,CA,encounter,24
2019-02,CN,encounter,30
2019-02,DE,encounter,55
2019-02,FR,encounter,35
2019-02,JP,encounter,47
2019-02,US,encounter,74
2019-03,AU,encounter,27
2019-03,CA,encounter,46
2019-03,CN,encounter,45
2019-03,DE,encounter,62
2019-03,FR,encounter,37
2019-03,JP,encounter,60
2019-03,US,encounter,94
2019-04,AU,encounter,23
2019-04,CA,encounter,20
2019-04,CN,encounter,31
2019-04,DE,encounter,44
2019-04,FR,encounter,31
2019-04,JP,encounter,51
2019-04,US,encounter,77
2019-05,AU,encounter,29
2019-05,CA,encounter,33
2019-05,CN,encounter,51
2019-05,DE,encounter,73
2019-05,FR,encounter,39
2019-05,JP,encounter,51
2019-05,US,encounter,105
2019-06,AU,encounter,22
2019-06,CA,encounter,25
2019-06,CN,encounter,32
2019-06,DE,encounter,83
2019-06,FR,encounter,29
2019-06,JP,encounter,53
2019-06,US,encounter,106
2019-07,AU,encounter,22
2019-07,CA,encounter,22
2019-07,CN,encounter,43
2019-07,DE,encounter,71
2019-07,FR,encounter,56
2019-07,JP,encounter,54
2019-07,US,encounter,98
2019-08,AU,encounter,44
2019-08,CA,encounter,21
2019-08,CN,encounter,41
2019-08,DE,encounter,82
2019-08,FR,encounter,33
2019-08,JP,encounter,71
2019-08,US,encounter,104
2019-09,AU,encounter,36
2019-09,CA,encounter,34
2019-09,CN,encounter,46
2019-09,DE,encounter,74
2019-09,FR,encounter,29
2019-09,JP,encounter,82
2019-09,US,encounter,87
2019-10,AU,encounter,33
2019-10,CA,encounter,31
2019-10,CN,encounter,50
2019-10,DE,encounter,58
2019-10,FR,encounter,28
2019-10,JP,encounter,86
2019-10,US,encounter,126
2019-11,AU,encounter,27
2019-11,CA,encounter,28
2019-11,CN,encounter,33
2019-11,DE,encounter,87
2019-11,FR,encounter,35
2019-11,JP,encounter,83
2019-11,US,encounter,120
2019-12,AU,encounter,36
2019-12,CA,encounter,41
2019-12,CN,encounter,50
2019-12,DE,encounter,90
2019-12,FR,encounter,51
2019-12,JP,encounter,79
2019-12,US,encounter,122
2020-01,AU,encounter,33
2020-01,CA,encounter,26
2020-01,CN,encounter,48
2020-01,DE,encounter,83
2020-01,FR,encounter,44
2020-01,JP,encounter,61
2020-01,US,encounter,124
2020-02,AU,encounter,25
2020-02,CA,encounter,25
2020-02,CN,encounter,39
2020-02,DE,encounter,67
2020-02,FR,encounter,30
2020-02,JP,encounter,65
2020-02,US,encounter,116
2020-03,AU,encounter,30
2020-03,CA,encounter,22
2020-03,CN,encounter,48
2020-03,DE,encounter,103
2020-03,FR,encounter,38
2020-03,JP,encounter,83
2020-03,US,encounter,106
2020-04,AU,encounter,34
2020-04,CA,encounter,36
2020-04,CN,encounter,48
2020-04,DE,encounter,76
2020-04,FR,encounter,43
2020-04,JP,encounter,100
2020-04,US,encounter,138
2020-05,AU,encounter,31
2020-05,CA,encounter,43
2020-05,CN,encounter,49
2020-05,DE,encounter,90
2020-05,FR,encounter,44
2020-05,JP,encounter,98
2020-05,US,encounter,151
2020-06,AU,encounter,43
2020-06,CA,encounter,42
2020-06,CN,encounter,52
2020-06,DE,encounter,102
2020-06,FR,encounter,40
2020-06,JP,encounter,105
2020-06,US,encounter,156
2020-07,AU,encounter,47
2020-07,CA,encounter,32
2020-07,CN,encounter,55
2020-07,DE,encounter,114
2020-07,FR,encounter,68
2020-07,JP,encounter,103
2020-07,US,encounter,151
2020-08,AU,encounter,51
2020-08,CA,encounter,38
2020-08,CN,encounter,45
2020-08,DE,encounter,108
2020-08,FR,encounter,54
2020-08,JP,encounter,98
2020-08,US,encounter,199
2020-09,AU,encounter,37
2020-09,CA,encounter,44
2020-09,CN,encounter,53
2020-09,DE,encounter,126
2020-09,FR,encounter,52
2020-09,JP,encounter,132
2020-09,US,encounter,182
2020-10,AU,encounter,40
2020-10,CA,encounter,55
2020-10,CN,encounter,31
2020-10,DE,encounter,109
2020-10,FR,encounter,42
2020-10,JP,encounter,100
2020-10,US,encounter,179
2020-11,AU,encounter,28
2020-11,CA,encounter,37
2020-11,CN,encounter,37
2020-11,DE,encounter,139
2020-11,FR,encounter,54
2020-11,JP,encounter,105
2020-11,US,encounter,190
2020-12,AU,encounter,51
2020-12,CA,encounter,38
2020-12,CN,encounter,56
2020-12,DE,encounter,133
2020-12,FR,encounter,47
2020-12,JP,encounter,131
2020-12,US,encounter,190
2021-01,AU,encounter,38
2021-01,CA,encounter,46
2021-01,CN,encounter,64
2021-01,DE,encounter,122
2021-01,FR,encounter,61
2021-01,JP,encounter,132
2021-01,US,encounter,196
2021-02,AU,encounter,46
2021-02,CA,encounter,43
2021-02,CN,encounter,42
2021-02,DE,encounter,110
2021-02,FR,encounter,50
2021-02,JP,encounter,102
2021-02,US,encounter,145
2021-03,AU,encounter,40
2021-03,CA,encounter,47
2021-03,CN,encounter,50
2021-03,DE,encounter,166
2021-03,FR,encounter,72
2021-03,JP,encounter,119
2021-03,US,encounter,199
2021-04,AU,encounter,43
2021-04,CA,encounter,41
2021-04,CN,encounter,41
2021-04,DE,encounter,136
2021-04,FR,encounter,54
2021-04,JP,encounter,126
2021-04,US,encounter,187
2021-05,AU,encounter,44
2021-05,CA,encounter,55
2021-05,CN,encounter,60
2021-05,DE,encounter,129
2021-05,FR,encounter,49
2021-05,JP,encounter,168
2021-05,US,encounter,206
2021-06,AU,encounter,56
2021-06,CA,encounter,47
2021-06,CN,encounter,50
2021-06,DE,encounter,121
2021-06,FR,encounter,33
2021-06,JP,encounter,143
2021-06,US,encounter,213
2021-07,AU,encounter,47
2021-07,CA,encounter,53
2021-07,CN,encounter,70
2021-07,DE,encounter,147
2021-07,FR,encounter,57
2021-07,JP,encounter,175
2021-07,US,encounter,244
2021-08,AU,encounter,57
2021-08,CA,encounter,42
2021-08,CN,encounter,70
2021-08,DE,encounter,159
2021-08,FR,encounter,69
2021-08,JP,encounter,149
2021-08,US,encounter,216
2021-09,AU,encounter,39
2021-09,CA,encounter,41
2021-09,CN,encounter,63
2021-09,DE,encounter,159
2021-09,FR,encounter,68
2021-09,JP,encounter,143
2021-09,US,encounter,245
2021-10,AU,encounter,57
2021-10,CA,encounter,54
2021-10,CN,encounter,64
2021-10,DE,encounter,180
2021-10,FR,encounter,72
2021-10,JP,encounter,148
2021-10,US,encounter,222
2021-11,AU,encounter,33
2021-11,CA,encounter,37
2021-11,CN,encounter,54
2021-11,DE,encounter,194
2021-11,FR,encounter,63
2021-11,JP,encounter,183
2021-11,US,encounter,253
2021-12,AU,encounter,53
2021-12,CA,encounter,44
2021-12,CN,encounter,52
2021-12,DE,encounter,172
2021-12,FR,encounter,77
2021-12,JP,encounter,170
2021-12,US,encounter,257
2022-01,AU,encounter,51
2022-01,CA,encounter,58
2022-01,CN,encounter,60
2022-01,DE,encounter,198
2022-01,FR,encounter,74
2022-01,JP,encounter,187
2022-01,US,encounter,261
2022-02,AU,encounter,66
2022-02,CA,encounter,57
2022-02,CN,encounter,66
2022-02,DE,encounter,184
2022-02,FR,encounter,52
2022-02,JP,encounter,169
2022-02,US,encounter,228
2022-03,AU,encounter,44
2022-03,CA,encounter,62
2022-03,CN,encounter,49
2022-03,DE,encounter,209
2022-03,FR,encounter,67
2022-03,JP,encounter,176
2022-03,US,encounter,273
2022-04,AU,encounter,47
2022-04,CA,encounter,54
2022-04,CN,encounter,42
2022-04,DE,encounter,202
2022-04,FR,encounter,67
2022-04,JP,encounter,173
2022-04,US,encounter,286
2022-05,AU,encounter,49
2022-05,CA,encounter,69
2022-05,CN,encounter,74
2022-05,DE,encounter,196
2022-05,FR,encounter,73
2022-05,JP,encounter,164
2022-05,US,encounter,279
2022-06,AU,encounter,43
2022-06,CA,encounter,48
2022-06,CN,encounter,69
2022-06,DE,encounter,221
2022-06,FR,encounter,58
2022-06,JP,encounter,160
2022-06,US,encounter,268
2022-07,AU,encounter,59
2022-07,CA,encounter,70
2022-07,CN,encounter,73
2022-07,DE,encounter,237
2022-07,FR,encounter,60
2022-07,JP,encounter,197
2022-07,US,encounter,303
2022-08,AU,encounter,55
2022-08,CA,encounter,72
2022-08,CN,encounter,76
2022-08,DE,encounter,199
2022-08,FR,encounter,96
2022-08,JP,encounter,214
2022-08,US,encounter,298
2022-09,AU,encounter,67
2022-09,CA,encounter,64
2022-09,CN,encounter,93
2022-09,DE,encounter,217
2022-09,FR,encounter,78
2022-09,JP,encounter,210
2022-09,US,encounter,320
2022-10,AU,encounter,66
2022-10,CA,encounter,80
2022-10,CN,encounter,103
2022-10,DE,encounter,243
2022-10,FR,encounter,78
2022-10,JP,encounter,212
2022-10,US,encounter,338
2022-11,AU,encounter,65
2022-11,CA,encounter,74
2022-11,CN,encounter,88
2022-11,DE,encounter,267
2022-11,FR,encounter,92
2022-11,JP,encounter,223
2022-11,US,encounter,310
2022-12,AU,encounter,78
2022-12,CA,encounter,75
2022-12,CN,encounter,76
2022-12,DE,encounter,237
2022-12,FR,encounter,77
2022-12,JP,encounter,210
2022-12,US,encounter,338
2023-01,AU,encounter,81
2023-01,CA,encounter,72
2023-01,CN,encounter,87
2023-01,DE,encounter,238
2023-01,FR,encounter,81
2023-01,JP,encounter,227
2023-01,US,encounter,330
2023-02,AU,encounter,61
2023-02,CA,encounter,79
2023-02,CN,encounter,73
2023-02,DE,encounter,218
2023-02,FR,encounter,77
2023-02,JP,encounter,210
2023-02,US,encounter,296
2023-03,AU,encounter,74
2023-03,CA,encounter,70
2023-03,CN,encounter,84
2023-03,DE,encounter,249
2023-03,FR,encounter,87
2023-03,JP,encounter,260
2023-03,US,encounter,328
2023-04,AU,encounter,68
2023-04,CA,encounter,82
2023-04,CN,encounter,94
2023-04,DE,encounter,241
2023-04,FR,encounter,90
2023-04,JP,encounter,237
2023-04,US,encounter,347
2023-05,AU,encounter,77
2023-05,CA,encounter,70
2023-05,CN,encounter,76
2023-05,DE,encounter,259
2023-05,FR,encounter,84
2023-05,JP,encounter,249
2023-05,US,encounter,391
2023-06,AU,encounter,57
2023-06,CA,encounter,88
2023-06,CN,encounter,66
2023-06,DE,encounter,270
2023-06,FR,encounter,62
2023-06,JP,encounter,215
2023-06,US,encounter,341
2023-07,AU,encounter,48
2023-07,CA,encounter,71
2023-07,CN,encounter,75
2023-07,DE,encounter,299
2023-07,FR,encounter,99
2023-07,JP,encounter,283
2023-07,US,encounter,378
2023-08,AU,encounter,67
2023-08,CA,encounter,77
2023-08,CN,encounter,78
2023-08,DE,encounter,308
2023-08,FR,encounter,92
2023-08,JP,encounter,260
2023-08,US,encounter,393
2023-09,AU,encounter,67
2023-09,CA,encounter,73
2023-09,CN,encounter,94
2023-09,DE,encounter,276
2023-09,FR,encounter,99
2023-09,JP,encounter,228
2023-09,US,encounter,414
2023-10,AU,encounter,86
2023-10,CA,encounter,90
2023-10,CN,encounter,91
2023-10,DE,encounter,308
2023-10,FR,encounter,100
2023-10,JP,encounter,295
2023-10,US,encounter,408
2023-11,AU,encounter,76
2023-11,CA,encounter,79
2023-11,CN,encounter,85
2023-11,DE,encounter,273
2023-11,FR,encounter,102
2023-11,JP,encounter,293
2023-11,US,encounter,399
2023-12,AU,encounter,85
2023-12,CA,encounter,80
2023-12,CN,encounter,101
2023-12,DE,encounter,324
2023-12,FR,encounter,114
2023-12,JP,encounter,286
2023-12,US,encounter,461
2024-01,AU,encounter,72
2024-01,CA,encounter,97
2024-01,CN,encounter,105
2024-01,DE,encounter,337
2024-01,FR,encounter,117
2024-01,JP,encounter,312
2024-01,US,encounter,418
2024-02,AU,encounter,82
2024-02,CA,encounter,79
2024-02,CN,encounter,95
2024-02,DE,encounter,297
2024-02,FR,encounter,87
2024-02,JP,encounter,281
2024-02,US,encounter,396
2024-03,AU,encounter,90
2024-03,CA,encounter,76
2024-03,CN,encounter,99
2024-03,DE,encounter,357
2024-03,FR,encounter,110
2024-03,JP,encounter,285
2024-03,US,encounter,431
2024-04,AU,encounter,79
2024-04,CA,encounter,98
2024-04,CN,encounter,99
2024-04,DE,encounter,321
2024-04,FR,encounter,126
2024-04,JP,encounter,307
2024-04,US,encounter,459
2024-05,AU,encounter,95
2024-05,CA,encounter,101
2024-05,CN,encounter,110
2024-05,DE,encounter,387
2024-05,FR,encounter,109
2024-05,JP,encounter,321
2024-05,US,encounter,475
2024-06,AU,encounter,86
2024-06,CA,encounter,111
2024-06,CN,encounter,134
2024-06,DE,encounter,373
2024-06,FR,encounter,109
2024-06,JP,encounter,316
2024-06,US,encounter,427
2024-07,AU,encounter,75
2024-07,CA,encounter,92
2024-07,CN,encounter,108
2024-07,DE,encounter,366
2024-07,FR,encounter,129
2024-07,JP,encounter,340
2024-07,US,encounter,485
2024-08,AU,encounter,104
2024-08,CA,encounter,98
2024-08,CN,encounter,125
2024-08,DE,encounter,382
2024-08,FR,encounter,126
2024-08,JP,encounter,333
2024-08,US,encounter,472
2024-09,AU,encounter,103
2024-09,CA,encounter,111
2024-09,CN,encounter,90
2024-09,DE,encounter,402
2024-09,FR,encounter,141
2024-09,JP,encounter,337
2024-09,US,encounter,499
2024-10,AU,encounter,82
2024-10,CA,encounter,80
2024-10,CN,encounter,78
2024-10,DE,encounter,368
2024-10,FR,encounter,96
2024-10,JP,encounter,317
2024-10,US,encounter,453
2024-11,AU,encounter,83
2024-11,CA,encounter,77
2024-11,CN,encounter,83
2024-11,DE,encounter,365
2024-11,FR,encounter,87
2024-11,JP,encounter,316
2024-11,US,encounter,488
2024-12,AU,encounter,70
2024-12,CA,encounter,93
2024-12,CN,encounter,77
2024-12,DE,encounter,343
2024-12,FR,encounter,99
2024-12,JP,encounter,360
2024-12,US,encounter,481
2025-01,AU,encounter,81
2025-01,CA,encounter,69
2025-01,CN,encounter,81
2025-01,DE,encounter,381
2025-01,FR,encounter,79
2025-01,JP,encounter,367
2025-01,US,encounter,478
2025-02,AU,encounter,62
2025-02,CA,encounter,83
2025-02,CN,encounter,69
2025-02,DE,encounter,379
2025-02,FR,encounter,89
2025-02,JP,encounter,298
2025-02,US,encounter,454
2025-03,AU,encounter,63
2025-03,CA,encounter,69
2025-03,CN,encounter,61
2025-03,DE,encounter,437
2025-03,FR,encounter,79
2025-03,JP,encounter,319
2025-03,US,encounter,441
2025-04,AU,encounter,67
2025-04,CA,encounter,70
2025-04,CN,encounter,61
2025-04,DE,encounter,314
2025-04,FR,encounter,92
2025-04,JP,encounter,316
2025-04,US,encounter,430
2025-05,AU,encounter,81
2025-05,CA,encounter,56
2025-05,CN,encounter,69
2025-05,DE,encounter,339
2025-05,FR,encounter,86
2025-05,JP,encounter,334
2025-05,US,encounter,457
2025-06,AU,encounter,47
2025-06,CA,encounter,60
2025-06,CN,encounter,43
2025-06,DE,encounter,363
2025-06,FR,encounter,67
2025-06,JP,encounter,311
2025-06,US,encounter,429
2025-07,AU,encounter,57
2025-07,CA,encounter,50
2025-07,CN,encounter,52
2025-07,DE,encounter,344
2025-07,FR,encounter,59
2025-07,JP,encounter,318
2025-07,US,encounter,376
2025-08,AU,encounter,32
2025-08,CA,encounter,53
2025-08,CN,encounter,25
2025-08,DE,encounter,273
2025-08,FR,encounter,56
2025-08,JP,encounter,243
2025-08,US,encounter,328
2025-09,AU,encounter,38
2025-09,CA,encounter,32
2025-09,CN,encounter,23
2025-09,DE,encounter,253
2025-09,FR,encounter,34
2025-09,JP,encounter,219
2025-09,US,encounter,285
2025-10,AU,encounter,20
2025-10,CA,encounter,24
2025-10,CN,encounter,11
2025-10,DE,encounter,205
2025-10,FR,encounter,29
2025-10,JP,encounter,165
2025-10,US,encounter,220
2025-11,AU,encounter,14
2025-11,CA,encounter,16
2025-11,CN,encounter,6
2025-11,DE,encounter,119
2025-11,FR,encounter,14
2025-11,JP,encounter,101
2025-11,US,encounter,115
2025-12,AU,encounter,20
2025-12,CA,encounter,6
2025-12,CN,encounter,7
2025-12,DE,encounter,56
2025-12,FR,encounter,23
2025-12,JP,encounter,47
2025-12,US,encounter,72
2019-01,AU,referral,5
2019-01,CA,referral,2
2019-01,CN,referral,2
2019-01,DE,referral,7
2019-01,FR,referral,6
2019-01,JP,referral,5
2019-01,US,referral,11
2019-02,AU,referral,5
2019-02,CA,referral,8
2019-02,CN,referral,9
2019-02,DE,referral,13
2019-02,FR,referral,8
2019-02,JP,referral,12
2019-02,US,referral,21
2019-03,AU,referral,4
2019-03,CA,referral,11
2019-03,CN,referral,13
2019-03,DE,referral,14
2019-03,FR,referral,8
2019-03,JP,referral,9
2019-03,US,referral,24
2019-04,AU,referral,2
2019-04,CA,referral,4
2019-04,CN,referral,8
2019-04,DE,referral,9
2019-04,FR,referral,5
2019-04,JP,referral,10
2019-04,US,referral,14
2019-05,AU,referral,5
2019-05,CA,referral,9
2019-05,CN,referral,17
2019-05,DE,referral,14
2019-05,FR,referral,10
2019-05,JP,referral,10
2019-05,US,referral,16
2019-06,AU,referral,3
2019-06,CA,referral,7
2019-06,CN,referral,9
2019-06,DE,referral,19
2019-06,FR,referral,7
2019-06,JP,referral,9
2019-06,US,referral,24
2019-07,AU,referral,5
2019-07,CA,referral,6
2019-07,CN,referral,9
2019-07,DE,referral,17
2019-07,FR,referral,11
2019-07,JP,referral,13
2019-07,US,referral,23
2019-08,AU,referral,11
2019-08,CA,referral,1
2019-08,CN,referral,9
2019-08,DE,referral,11
2019-08,FR,referral,6
2019-08,JP,referral,17
2019-08,US,referral,21
2019-09,AU,referral,7
2019-09,CA,referral,9
2019-09,CN,referral,10
2019-09,DE,referral,11
2019-09,FR,referral,6
2019-09,JP,referral,10
2019-09,US,referral,12
2019-10,AU,referral,5
2019-10,CA,referral,8
2019-10,CN,referral,17
2019-10,DE,referral,9
2019-10,FR,referral,4
2019-10,JP,referral,21
2019-10,US,referral,32
2019-11,AU,referral,6
2019-11,CA,referral,8
2019-11,CN,referral,10
2019-11,DE,referral,16
2019-11,FR,referral,9
2019-11,JP,referral,14
2019-11,US,referral,23
2019-12,AU,referral,7
2019-12,CA,referral,8
2019-12,CN,referral,11
2019-12,DE,referral,13
2019-12,FR,referral,8
2019-12,JP,referral,17
2019-12,US,referral,24
2020-01,AU,referral,8
2020-01,CA,referral,5
2020-01,CN,referral,11
2020-01,DE,referral,10
2020-01,FR,referral,9
2020-01,JP,referral,7
2020-01,US,referral,22
2020-02,AU,referral,4
2020-02,CA,referral,7
2020-02,CN,referral,14
2020-02,DE,referral,8
2020-02,FR,referral,4
2020-02,JP,referral,7
2020-02,US,referral,24
2020-03,AU,referral,2
2020-03,CA,referral,3
2020-03,CN,referral,8
2020-03,DE,referral,12
2020-03,FR,referral,8
2020-03,JP,referral,10
2020-03,US,referral,18
2020-04,AU,referral,6
2020-04,CA,referral,6
2020-04,CN,referral,13
2020-04,DE,referral,7
2020-04,FR,referral,6
2020-04,JP,referral,12
2020-04,US,referral,21
2020-05,AU,referral,4
2020-05,CA,referral,4
2020-05,CN,referral,8
2020-05,DE,referral,8
2020-05,FR,referral,11
2020-05,JP,referral,9
2020-05,US,referral,24
2020-06,AU,referral,8
2020-06,CA,referral,11
2020-06,CN,referral,10
2020-06,DE,referral,17
2020-06,FR,referral,6
2020-06,JP,referral,15
2020-06,US,referral,26
2020-07,AU,referral,11
2020-07,CA,referral,5
2020-07,CN,referral,11
2020-07,DE,referral,10
2020-07,FR,referral,17
2020-07,JP,referral,8
2020-07,US,referral,21
2020-08,AU,referral,5
2020-08,CA,referral,9
2020-08,CN,referral,10
2020-08,DE,referral,13
2020-08,FR,referral,9
2020-08,JP,referral,12
2020-08,US,referral,31
2020-09,AU,referral,5
2020-09,CA,referral,2
2020-09,CN,referral,11
2020-09,DE,referral,15
2020-09,FR,referral,7
2020-09,JP,referral,10
2020-09,US,referral,23
2020-10,AU,referral,6
2020-10,CA,referral,10
2020-10,CN,referral,9
2020-10,DE,referral,13
2020-10,FR,referral,4
2020-10,JP,referral,8
2020-10,US,referral,20
2020-11,AU,referral,2
2020-11,CA,referral,7
2020-11,CN,referral,5
2020-11,DE,referral,10
2020-11,FR,referral,8
2020-11,JP,referral,15
2020-11,US,referral,28
2020-12,AU,referral,7
2020-12,CA,referral,7
2020-12,CN,referral,11
2020-12,DE,referral,10
2020-12,FR,referral,5
2020-12,JP,referral,14
2020-12,US,referral,22
2021-01,AU,referral,5
2021-01,CA,referral,6
2021-01,CN,referral,14
2021-01,DE,referral,10
2021-01,FR,referral,7
2021-01,JP,referral,12
2021-01,US,referral,26
2021-02,AU,referral,6
2021-02,CA,referral,11
2021-02,CN,referral,12
2021-02,DE,referral,12
2021-02,FR,referral,12
2021-02,JP,referral,6
2021-02,US,referral,10
2021-03,AU,referral,4
2021-03,CA,referral,7
2021-03,CN,referral,10
2021-03,DE,referral,17
2021-03,FR,referral,9
2021-03,JP,referral,12
2021-03,US,referral,13
2021-04,AU,referral,6
2021-04,CA,referral,12
2021-04,CN,referral,12
2021-04,DE,referral,8
2021-04,FR,referral,7
2021-04,JP,referral,15
2021-04,US,referral,19
2021-05,AU,referral,4
2021-05,CA,referral,9
2021-05,CN,referral,14
2021-05,DE,referral,7
2021-05,FR,referral,4
2021-05,JP,referral,18
2021-05,US,referral,18
2021-06,AU,referral,4
2021-06,CA,referral,7
2021-06,CN,referral,8
2021-06,DE,referral,9
2021-06,FR,referral,4
2021-06,JP,referral,19
2021-06,US,referral,24
2021-07,AU,referral,7
2021-07,CA,referral,6
2021-07,CN,referral,10
2021-07,DE,referral,7
2021-07,FR,referral,9
2021-07,JP,referral,13
